AMKR,1.77,Semiconductor Materials and Equipment
MHK,1.28,Home Furnishings
AIZ,0.535,Multi-line Insurance
NXST,1.5,Broadcasting
CLVT,1.11,Research and Consulting Services
NVCR,0.828,Health Care Equipment
SMAR,1.07,Application Software
PII,1.62,Leisure Products
PRI,1.2,Life and Health Insurance
SF,1.29,Investment Banking and Brokerage
AN,1.11,Automotive Retail
LAD,1.41,Automotive Retail
EXEL,0.689,Biotechnology
NTRA,1.2,Biotechnology
DOCS,1.75,Health Care Technology
RCM,0.818,Health Care Services
CNXC,0.658,Data Processing and Outsourced Services
MDU,0.756,Construction and Engineering
ADC,0.476,Retail REITs
NYCB,1.05,Regional Banks
SITE,1.44,Trading Companies and Distributors
NFE,1.62,Oil and Gas Storage and Transportation
THC,2.14,Health Care Facilities
AQUA,1.81,Industrial Machinery and Supplies and Components
STAG,1.01,Industrial REITs
RLI,0.397,Property and Casualty Insurance
CRUS,0.987,Semiconductors
VVV,1.38,Commodity Chemicals
HLI,0.799,Investment Banking and Brokerage
GXO,1.84,Air Freight and Logistics
OGN,0.752,Pharmaceuticals
CHH,1.27,"Hotels, Resorts and Cruise Lines"
NTNX,1.3,Application Software
SON,0.696,Paper and Plastic Packaging Products and Materials
X,2.21,Steel
APP,1.96,Application Software
QDEL,0.255,Health Care Equipment
TKR,1.54,Industrial Machinery and Supplies and Components
CPRI,2.29,"Apparel, Accessories and Luxury Goods"
MKSI,1.56,Semiconductor Materials and Equipment
SLGN,0.798,"Metal, Glass and Plastic Containers"
DXC,1.97,IT Consulting and Other Services
IPGP,1.22,Electronic Manufacturing Services
SAIC,0.675,Research and Consulting Services
WH,1.42,"Hotels, Resorts and Cruise Lines"
BC,1.53,Leisure Products
MEDP,1.42,Life Sciences Tools and Services
WWD,1.46,Aerospace and Defense
AGNC,1.21,Mortgage REITs
DUOL,1.01,Education Services
FLO,0.39,Packaged Foods and Meats
AYI,1.59,Electrical Components and Equipment
REYN,0.469,Household Products
ALTR,1.45,Application Software
MUR,2.37,Oil and Gas Exploration and Production
BWXT,0.793,Aerospace and Defense
HXL,1.25,Aerospace and Defense
SIGI,0.624,Property and Casualty Insurance
FAF,1.28,Property and Casualty Insurance
CMC,1.3,Steel
SMCI,1.26,"Technology Hardware, Storage and Peripherals"
CMA,1.23,Regional Banks
OPCH,1.27,Health Care Services
NOVT,1.31,Electronic Equipment and Instruments
GMED,1.05,Health Care Equipment
NCLH,2.51,"Hotels, Resorts and Cruise Lines"
MTDR,3.56,Oil and Gas Exploration and Production
PDCE,2.55,Oil and Gas Exploration and Production
SOFI,1.72,Consumer Finance
BOKF,1.24,Regional Banks
LNTH,0.64,Health Care Supplies
SRC,1.31,Retail REITs
MUSA,0.816,Automotive Retail
PB,1,Regional Banks
WTS,1.01,Industrial Machinery and Supplies and Components
COLM,0.938,"Apparel, Accessories and Luxury Goods"
CCCS,0.758,Application Software
CHRD,1.22,Oil and Gas Exploration and Production
SLAB,1.11,Semiconductors
CACC,1.31,Consumer Finance
LANC,0.21,Packaged Foods and Meats
PVH,2.08,"Apparel, Accessories and Luxury Goods"
PBF,1.94,Oil and Gas Refining and Marketing
ESTC,1.07,Application Software
FYBR,1.2,Integrated Telecommunication Services
RMBS,1.29,Semiconductors
EEFT,1.35,Transaction and Payment Processing Services
ASH,1,Specialty Chemicals
SPSC,0.771,Application Software
HOG,1.42,Motorcycle Manufacturers
ATKR,2.22,Electrical Components and Equipment
UNVR,1.7,Trading Companies and Distributors
SWN,1.29,Oil and Gas Exploration and Production
WING,1.56,Restaurants
STWD,1.62,Mortgage REITs
PPC,0.986,Packaged Foods and Meats
AIT,1.19,Trading Companies and Distributors
CIVI,1.78,Oil and Gas Exploration and Production
IDA,0.588,Electric Utilities
LNW,1.81,Casinos and Gaming
OSK,1.4,Construction Machinery and Heavy Transportation Equipment
WK,1.15,Application Software
VRT,1.89,Electrical Components and Equipment
SSB,0.808,Regional Banks
TENB,1.24,Systems Software
EHC,0.944,Health Care Facilities
EXLS,1.02,Data Processing and Outsourced Services
CHX,2.59,Oil and Gas Equipment and Services
RH,2.09,Homefurnishing Retail
HRB,0.685,Specialized Consumer Services
IGT,1.87,Casinos and Gaming
ALK,1.54,Passenger Airlines
TRNO,0.832,Industrial REITs
AIRC,0.938,Multi-Family Residential REITs
ENSG,1.01,Health Care Facilities
NE,0.994,Oil and Gas Drilling
NFG,0.683,Gas Utilities
TREX,1.49,Building Products
COHR,1.52,Electronic Components
EXP,1.3,Construction Materials
POST,0.64,Packaged Foods and Meats
WIX,1.21,Internet Services and Infrastructure
APG,1.5,Construction and Engineering
GTLS,1.47,Industrial Machinery and Supplies and Components
HTZ,1.35,Passenger Ground Transportation
DDS,0.966,Broadline Retail
MSA,0.931,Office Services and Supplies
FIX,1.22,Construction and Engineering
BIPC,1.23,Gas Utilities
NEWR,0.897,Application Software
HALO,1.26,Biotechnology
AAON,0.78,Building Products
ITCI,1.13,Pharmaceuticals
NJR,0.655,Gas Utilities
NWL,0.936,Housewares and Specialties
FIVN,0.719,Application Software
FOXF,1.85,Automotive Parts and Equipment
DNB,0.969,Research and Consulting Services
IONS,0.569,Biotechnology
AMG,1.36,Asset Management and Custody Banks
RXDX,-0.489,Biotechnology
DRVN,0.793,Diversified Support Services
ATI,1.22,Steel
ORA,0.477,Renewable Electricity
SHC,2.09,Life Sciences Tools and Services
EXPO,0.65,Research and Consulting Services
HUN,1.17,Diversified Chemicals
ASO,1.14,Other Specialty Retail
AM,2.25,Oil and Gas Storage and Transportation
COKE,0.913,Soft Drinks and Non-alcoholic Beverages
MTSI,1.91,Semiconductors
MP,2.79,Diversified Metals and Mining
VAC,2.08,"Hotels, Resorts and Cruise Lines"
HGV,2.04,"Hotels, Resorts and Cruise Lines"
DV,1.56,Application Software
HQY,0.797,Managed Health Care
UFPI,1.5,Building Products
DISH,1.84,Cable and Satellite
OWL,1.32,Asset Management and Custody Banks
FIZZ,0.988,Soft Drinks and Non-alcoholic Beverages
MPW,1,Health Care REITs
RYN,0.968,Timber REITs
RHP,1.58,Hotel and Resort REITs
VAL,1.01,Oil and Gas Drilling
PRGO,0.799,Pharmaceuticals
TNET,1.16,Human Resource and Employment Services
NSIT,1.56,Technology Distributors
POWI,1.19,Semiconductors
QLYS,0.624,Systems Software
DTM,0.553,Oil and Gas Storage and Transportation
MMS,0.694,Data Processing and Outsourced Services
SNDR,1,Cargo Ground Transportation
M,1.86,Broadline Retail
UBSI,1.07,Regional Banks
S,1.94,Systems Software
MSM,0.96,Trading Companies and Distributors
VLY,1.13,Regional Banks
IART,1.13,Health Care Equipment
PSN,0.837,Aerospace and Defense
PYCR,1.53,Application Software
SSD,1.21,Building Products
ESI,1.35,Specialty Chemicals
GBCI,0.804,Regional Banks
INFA,1.53,Application Software
MSGS,0.647,Movies and Entertainment
ALKS,0.603,Biotechnology
ELAN,0.952,Pharmaceuticals
WEN,0.897,Restaurants
AXS,0.825,Property and Casualty Insurance
NSP,1.23,Human Resource and Employment Services
THG,0.676,Property and Casualty Insurance
KRG,1.37,Retail REITs
IAC,1.15,Interactive Media and Services
ALIT,1.33,Human Resource and Employment Services
IPAR,1.03,Personal Care Products
ABG,1.14,Automotive Retail
RYAN,0.254,Insurance Brokers
PENN,2.22,Casinos and Gaming
OGS,0.673,Gas Utilities
BRBR,0.926,Personal Care Products
ASAN,1.23,Application Software
FFIN,0.754,Regional Banks
AJRD,0.549,Aerospace and Defense
SNV,1.39,Regional Banks
OMF,1.72,Consumer Finance
COLB,0.957,Regional Banks
FLS,1.62,Industrial Machinery and Supplies and Components
CC,1.88,Diversified Chemicals
SWX,0.268,Gas Utilities
EVR,1.53,Investment Banking and Brokerage
WTFC,1.2,Regional Banks
BFAM,1.21,Education Services
ZION,1.17,Regional Banks
SYNA,1.58,Semiconductors
VC,1.82,Automotive Parts and Equipment
HOMB,1.18,Regional Banks
FCFS,0.79,Consumer Finance
APPF,0.974,Application Software
JHG,1.45,Asset Management and Custody Banks
FLR,2.3,Construction and Engineering
MDGL,-0.562,Biotechnology
ELF,1.49,Personal Care Products
SEB,0.464,Packaged Foods and Meats
POR,0.583,Electric Utilities
AL,1.8,Trading Companies and Distributors
DEN,1.49,Oil and Gas Exploration and Production
ACLS,1.72,Semiconductor Materials and Equipment
FN,1.17,Electronic Manufacturing Services
FELE,0.98,Industrial Machinery and Supplies and Components
ESNT,1.18,Commercial and Residential Mortgage Finance
FOUR,1.21,Transaction and Payment Processing Services
RUN,2.3,Electrical Components and Equipment
CBT,1.35,Commodity Chemicals
SGRY,2.73,Health Care Facilities
SQSP,0.689,Internet Services and Infrastructure
ONTO,1.32,Semiconductor Materials and Equipment
SKY,1.65,Homebuilding
CWST,0.934,Environmental and Facilities Services
MTH,1.56,Homebuilding
THO,1.78,Automobile Manufacturers
VNT,1.28,Electronic Equipment and Instruments
LEG,1.33,Home Furnishings
MMSI,0.985,Health Care Supplies
DIOD,1.49,Semiconductors
ONB,0.835,Regional Banks
TDOC,1.08,Health Care Technology
WFRD,2.09,Oil and Gas Equipment and Services
HE,0.408,Electric Utilities
MGY,2.15,Oil and Gas Exploration and Production
MAN,1.66,Human Resource and Employment Services
PNFP,1.13,Regional Banks
MLI,1.11,Industrial Machinery and Supplies and Components
FNB,1.12,Regional Banks
KEX,1.26,Marine Transportation
BKH,0.562,Multi-Utilities
PNM,0.4,Electric Utilities
WU,0.899,Transaction and Payment Processing Services
HAE,0.423,Health Care Supplies
ALSN,0.989,Construction Machinery and Heavy Transportation Equipment
R,1.58,Cargo Ground Transportation
TMHC,1.7,Homebuilding
BPOP,0.869,Regional Banks
AVT,1.37,Technology Distributors
BE,2.89,Heavy Electrical Equipment
PLTK,0.652,Interactive Home Entertainment
AYX,0.535,Application Software
CVT,1.07,Application Software
ASGN,1.65,Human Resource and Employment Services
TDC,0.911,Systems Software
BCPC,0.692,Specialty Chemicals
BL,0.906,Application Software
SRCL,1.26,Environmental and Facilities Services
CABO,0.827,Cable and Satellite
SAM,1.05,Brewers
MODG,1.75,Leisure Products
NEOG,0.956,Health Care Supplies
OZK,1.4,Regional Banks
PEGA,1.03,Application Software
UA,1.63,"Apparel, Accessories and Luxury Goods"
UAA,1.63,"Apparel, Accessories and Luxury Goods"
CNM,1.19,Trading Companies and Distributors
ICUI,0.615,Health Care Supplies
SMPL,0.776,Packaged Foods and Meats
HHC,1.45,Real Estate Development
PCH,1.18,Timber REITs
GTES,1.53,Industrial Machinery and Supplies and Components
PTON,1.95,Leisure Products
SEAS,2,Leisure Facilities
ADNT,2.78,Automotive Parts and Equipment
LPX,1.65,Forest Products
SMG,1.65,Fertilizers and Agricultural Chemicals
LTHM,1.83,Specialty Chemicals
MTG,1.36,Commercial and Residential Mortgage Finance
GATX,1.07,Trading Companies and Distributors
SHLS,2.16,Electrical Components and Equipment
BOX,1.07,Application Software
WAL,1.44,Regional Banks
MAXR,0.88,Aerospace and Defense
PINC,0.289,Health Care Services
HL,2.03,Silver
CERT,1.45,Health Care Technology
PECO,0.22,Retail REITs
CERE,1.53,Biotechnology
LNC,1.79,Life and Health Insurance
DOCN,1.15,Internet Services and Infrastructure
W,3.1,Homefurnishing Retail
KRC,0.886,Office REITs
RITM,1.78,Mortgage REITs
CADE,1.01,Regional Banks
BECN,1.59,Trading Companies and Distributors
TGNA,0.639,Broadcasting
AI,1.4,Application Software
NSA,0.744,Self-Storage REITs
ZWS,1.07,Building Products
AVNT,1.55,Specialty Chemicals
IRTC,1.41,Health Care Equipment
HP,1.66,Oil and Gas Drilling
BDC,1.33,Electronic Components
FL,1.23,Apparel Retail
ACT,0.628,Commercial and Residential Mortgage Finance
BTU,1.06,Coal and Consumable Fuels
INST,0.951,Application Software
LITE,1.1,Communications Equipment
GPS,1.93,Apparel Retail
ZD,1.1,Interactive Media and Services
ALE,0.714,Electric Utilities
FRO,0.261,Oil and Gas Storage and Transportation
SR,0.494,Gas Utilities
FUL,1.53,Specialty Chemicals
XPO,1.99,Cargo Ground Transportation
SYNH,1.66,Life Sciences Tools and Services
AEIS,1.56,Electronic Equipment and Instruments
CPA,1.32,Passenger Airlines
CHPT,1.72,Electrical Components and Equipment
SPR,1.65,Aerospace and Defense
CWEN,0.823,Renewable Electricity
CWEN.A,0.823,Renewable Electricity
SFM,0.387,Food Retail
QS,5.27,Automotive Parts and Equipment
BLKB,1.15,Application Software
IRT,1,Multi-Family Residential REITs
OLLI,0.961,Broadline Retail
EPRT,1.3,Diversified REITs
ESGR,0.596,Reinsurance
PTCT,0.4,Biotechnology
BMI,0.891,Electronic Equipment and Instruments
SANM,1.17,Electronic Manufacturing Services
ESAB,1.06,Industrial Machinery and Supplies and Components
KWR,1.42,Specialty Chemicals
EVH,1.56,Health Care Technology
DOC,0.776,Health Care REITs
ENS,1.38,Electrical Components and Equipment
APLE,1.19,Hotel and Resort REITs
AZEK,1.62,Building Products
PI,2.25,Semiconductors
CALX,1.56,Communications Equipment
TRTN,1.36,Trading Companies and Distributors
NEU,0.375,Specialty Chemicals
OI,1.36,"Metal, Glass and Plastic Containers"
SIG,2.19,Other Specialty Retail
LYFT,1.75,Passenger Ground Transportation
TFSL,0.5,Commercial and Residential Mortgage Finance
WTM,0.408,Property and Casualty Insurance
KMPR,0.904,Property and Casualty Insurance
LOPE,0.602,Education Services
JBT,1.4,Industrial Machinery and Supplies and Components
RDN,1.16,Commercial and Residential Mortgage Finance
YETI,2.5,Leisure Products
NWE,0.444,Multi-Utilities
SM,4.42,Oil and Gas Exploration and Production
FOCS,1.32,Asset Management and Custody Banks
KOS,2.78,Oil and Gas Exploration and Production
NNI,0.841,Consumer Finance
GOLF,0.786,Leisure Products
AMN,0.338,Health Care Services
FHI,1.02,Asset Management and Custody Banks
ZGN,0.258,"Apparel, Accessories and Luxury Goods"
WIRE,1.33,Electrical Components and Equipment
MSTR,2.4,Application Software
SUM,1.43,Construction Materials
KD,1.34,IT Consulting and Other Services
NARI,1.1,Health Care Equipment
SPT,0.91,Application Software
CYTK,0.85,Biotechnology
RETA,1.27,Pharmaceuticals
ISEE,1.1,Biotechnology
TWNK,0.591,Packaged Foods and Meats
HRI,2.52,Trading Companies and Distributors
AFRM,3.29,Transaction and Payment Processing Services
NCR,1.67,Application Software
ARRY,2,Electrical Components and Equipment
KBH,1.58,Homebuilding
HI,1.48,Industrial Machinery and Supplies and Components
CVI,1.52,Oil and Gas Refining and Marketing
TEX,1.68,Construction Machinery and Heavy Transportation Equipment
FSS,1.07,Construction Machinery and Heavy Transportation Equipment
UNF,0.912,Diversified Support Services
SEM,1.4,Health Care Facilities
GEF,1.01,"Metal, Glass and Plastic Containers"
GEF.B,1.01,"Metal, Glass and Plastic Containers"
AWR,0.413,Water Utilities
NTLA,1.92,Biotechnology
CRVL,1.06,Health Care Services
CUZ,1.1,Office REITs
AWI,1.14,Building Products
CWT,0.479,Water Utilities
UCBI,0.994,Regional Banks
APPN,1.63,Systems Software
FLYW,2,Transaction and Payment Processing Services
SXT,0.892,Specialty Chemicals
SPXC,1.24,Industrial Machinery and Supplies and Components
IBP,1.69,Homebuilding
MOG.A,1.24,Aerospace and Defense
ESMT,1.26,Application Software
PD,0.908,Application Software
AVA,0.489,Multi-Utilities
BNL,1.16,Diversified REITs
FRPT,0.995,Packaged Foods and Meats
VSH,1.3,Electronic Components
PRVA,0.757,Health Care Services
STNG,0.412,Oil and Gas Storage and Transportation
ENV,1.22,Application Software
CNMD,1.36,Health Care Equipment
PWSC,1.17,Application Software
DNLI,1.38,Biotechnology
WOR,1.26,Steel
CNS,1.34,Asset Management and Custody Banks
PR,4.56,Oil and Gas Exploration and Production
FOLD,0.817,Biotechnology
HWC,1.37,Regional Banks
SSRM,0.921,Gold
GT,1.82,Tires and Rubber
FIBK,0.868,Regional Banks
BCO,1.35,Security and Alarm Services
LTH,2.13,Leisure Facilities
VIR,0.262,Biotechnology
PBH,0.564,Pharmaceuticals
GPI,1.49,Automotive Retail
AEL,0.904,Life and Health Insurance
SITM,1.86,Semiconductors
STAA,1.23,Health Care Supplies
AZTA,1.58,Life Sciences Tools and Services
JXN,1.49,Diversified Financial Services
ACA,0.547,Construction and Engineering
ACAD,0.581,Biotechnology
TR,0.148,Packaged Foods and Meats
BXMT,1.39,Mortgage REITs
ROG,0.983,Electronic Components
TNL,1.7,"Hotels, Resorts and Cruise Lines"
RUSH.A,0.92,Trading Companies and Distributors
RUSH.B,0.92,Trading Companies and Distributors
LXP,0.852,Industrial REITs
OTTR,0.495,Electric Utilities
CCOI,0.43,Alternative Carriers
AMBA,1.53,Semiconductors
PCVX,0.998,Biotechnology
PGNY,1.56,Managed Health Care
CRK,1.2,Oil and Gas Exploration and Production
SLM,1.23,Consumer Finance
KLIC,1.4,Semiconductor Materials and Equipment
BHF,1.32,Life and Health Insurance
CALM,-0.077,Packaged Foods and Meats
STNE,2.23,Transaction and Payment Processing Services
PFSI,1.48,Commercial and Residential Mortgage Finance
AGO,1.12,Property and Casualty Insurance
SFBS,0.891,Regional Banks
ABM,1.11,Environmental and Facilities Services
MRCY,1.01,Aerospace and Defense
RNG,0.944,Application Software
INDB,0.843,Regional Banks
RELY,1.36,Transaction and Payment Processing Services
VNO,1.36,Office REITs
ACIW,1.1,Application Software
ENOV,2.09,Health Care Equipment
BOWL,0.323,Leisure Facilities
LAZ,1.4,Investment Banking and Brokerage
WERN,0.884,Cargo Ground Transportation
COOP,1.57,Commercial and Residential Mortgage Finance
PACB,1.66,Life Sciences Tools and Services
EPR,1.68,Other Specialized REITs
INTA,1.17,Application Software
HLNE,1.08,Asset Management and Custody Banks
JJSF,0.538,Packaged Foods and Meats
GHC,1.03,Education Services
FWRD,1.13,Air Freight and Logistics
CBU,0.646,Regional Banks
THS,0.429,Packaged Foods and Meats
MDC,1.36,Homebuilding
MXL,1.93,Semiconductors
RARE,0.939,Biotechnology
MGEE,0.685,Electric Utilities
HUBG,0.928,Air Freight and Logistics
UMBF,0.833,Regional Banks
TRIP,1.4,Interactive Media and Services
VRNS,0.88,Systems Software
LFST,1.55,Health Care Services
AIN,1.34,Industrial Machinery and Supplies and Components
OLPX,1.48,Personal Care Products
NCNO,0.36,Application Software
SHOO,1.15,Footwear
LCII,1.48,Automotive Parts and Equipment
CVCO,1.19,Homebuilding
GO,-0.017,Food Retail
RPD,1.13,Systems Software
DNA,2.44,Specialty Chemicals
ARWR,1.04,Biotechnology
DY,1.29,Construction and Engineering
PK,2,Hotel and Resort REITs
CRC,1.68,Oil and Gas Exploration and Production
BANF,1.09,Regional Banks
JOBY,1.63,Passenger Airlines
AXNX,0.409,Health Care Equipment
SPB,1.4,Household Products
DORM,0.581,Automotive Parts and Equipment
KFY,1.46,Human Resource and Employment Services
CRI,1.26,"Apparel, Accessories and Luxury Goods"
PLXS,1.11,Electronic Manufacturing Services
RVNC,0.861,Pharmaceuticals
BPMC,0.692,Biotechnology
CNX,1.33,Oil and Gas Exploration and Production
KTB,1.19,"Apparel, Accessories and Luxury Goods"
AXSM,1.95,Pharmaceuticals
LGIH,1.63,Homebuilding
REZI,1.96,Building Products
OUT,1.76,Other Specialized REITs
BRC,0.784,Commercial Printing
ASB,1.01,Regional Banks
OFC,1.04,Office REITs
IBOC,1.03,Regional Banks
SBRA,1.3,Health Care REITs
NGVT,1.83,Specialty Chemicals
WHD,1.94,Oil and Gas Equipment and Services
BBIO,0.627,Biotechnology
VSCO,1.62,Apparel Retail
LUMN,1.04,Alternative Carriers
MCW,1.32,Specialized Consumer Services
OMCL,0.894,Health Care Equipment
FHB,1.05,Regional Banks
AEO,1.51,Apparel Retail
AUB,1.06,Regional Banks
DSEY,2.01,Specialty Chemicals
TNDM,0.838,Health Care Equipment
PDCO,1.27,Health Care Distributors
DNUT,1.11,Restaurants
ARNC,1.94,Aluminum
KSS,1.72,Broadline Retail
JWN,2.26,Broadline Retail
FRC,1.15,Regional Banks
HPK,0.762,Oil and Gas Exploration and Production
SSTK,1.22,Interactive Media and Services
AMC,2.04,Movies and Entertainment
HASI,1.66,Mortgage REITs
PZZA,1.1,Restaurants
VSAT,1.27,Communications Equipment
SITC,1.55,Retail REITs
NOG,2.05,Oil and Gas Exploration and Production
TPH,1.43,Homebuilding
ITGR,1.11,Health Care Equipment
RRR,2.2,Casinos and Gaming
AMRC,1.15,Construction and Engineering
URBN,1.48,Apparel Retail
PRTA,0.412,Biotechnology
CNO,1.17,Life and Health Insurance
BMBL,1.92,Interactive Media and Services
IOSP,1.16,Specialty Chemicals
WD,1.37,Commercial and Residential Mortgage Finance
VRRM,1.19,Data Processing and Outsourced Services
ABCB,1.14,Regional Banks
CVLT,0.572,Systems Software
ITRI,1.34,Electronic Equipment and Instruments
CBRL,1.34,Restaurants
ETRN,1.99,Oil and Gas Storage and Transportation
SAGE,1.15,Biotechnology
BCC,1.54,Trading Companies and Distributors
CATY,1.17,Regional Banks
PRFT,1.53,IT Consulting and Other Services
PTEN,2.31,Oil and Gas Drilling
SONO,1.86,Consumer Electronics
ALRM,1.02,Application Software
HAYW,0.979,Building Products
PRGS,0.984,Systems Software
CBZ,0.76,Research and Consulting Services
ENR,0.994,Household Products
GNW,1.06,Life and Health Insurance
GLNG,0.669,Oil and Gas Storage and Transportation
EXTR,1.97,Communications Equipment
ARCH,0.746,Coal and Consumable Fuels
ESE,1.12,Industrial Machinery and Supplies and Components
MQ,1.39,Transaction and Payment Processing Services
MC,1.47,Investment Banking and Brokerage
FORM,1.23,Semiconductor Materials and Equipment
PRMW,1.11,Soft Drinks and Non-alcoholic Beverages
HIW,1.13,Office REITs
TMDX,1.46,Health Care Equipment
AMBP,0.686,"Metal, Glass and Plastic Containers"
VIAV,0.826,Communications Equipment
KAI,1.21,Industrial Machinery and Supplies and Components
LGF.A,1.48,Movies and Entertainment
LGF.B,1.48,Movies and Entertainment
JOE,1.27,Diversified Real Estate Activities
VRNT,0.922,Application Software
SPWR,1.69,Electrical Components and Equipment
WDFC,-0.18,Household Products
XRX,1.71,"Technology Hardware, Storage and Peripherals"
GH,0.857,Health Care Services
NABL,0.672,Systems Software
WOOF,1.07,Other Specialty Retail
GKOS,1.24,Health Care Equipment
JAMF,0.442,Application Software
LAZR,1.63,Automotive Parts and Equipment
AMED,1.04,Health Care Services
CWK,1.37,Real Estate Services
GMS,1.85,Trading Companies and Distributors
YOU,1.47,Application Software
MTRN,1.08,Diversified Metals and Mining
JBLU,1.61,Passenger Airlines
TCBI,1.31,Regional Banks
FLNC,1.99,Electrical Components and Equipment
ENVX,0.984,Electrical Components and Equipment
SJW,0.572,Water Utilities
AMR,1.31,Steel
CORT,0.481,Pharmaceuticals
LIVN,0.872,Health Care Equipment
TWKS,1.5,IT Consulting and Other Services
CVBF,0.405,Regional Banks
INSM,1.57,Biotechnology
AMK,1.04,Asset Management and Custody Banks
FCPT,0.928,Other Specialized REITs
WSFS,0.998,Regional Banks
FULT,0.816,Regional Banks
AVAV,0.596,Aerospace and Defense
RVMD,1.49,Biotechnology
SCL,0.834,Specialty Chemicals
FG,2.078,Life and Health Insurance
RXO,2.820666667,Cargo Ground Transportation
KW,1.18,Real Estate Operating Companies
BOOT,2.35,Apparel Retail
PRVB,2.18,Pharmaceuticals
HELE,0.651,Household Appliances
PPBI,1.23,Regional Banks
MAC,2.12,Retail REITs
WMK,0.336,Food Retail
MGRC,0.771,Trading Companies and Distributors
FTDR,0.767,Specialized Consumer Services
CPK,0.602,Gas Utilities
EQC,0.41,Office REITs
LBRT,2.15,Oil and Gas Equipment and Services
BLMN,1.88,Restaurants
ZETA,1.81,Application Software
ARCB,1.57,Cargo Ground Transportation
NHI,0.932,Health Care REITs
TDW,1.34,Oil and Gas Equipment and Services
FSLY,1.27,Internet Services and Infrastructure
SFNC,0.857,Regional Banks
PAYO,0.921,Transaction and Payment Processing Services
SIX,2.19,Leisure Facilities
TROX,1.89,Commodity Chemicals
KMT,1.89,Industrial Machinery and Supplies and Components
NEO,1.13,Health Care Services
AX,1.46,Regional Banks
CSTM,2.14,Aluminum
ALG,0.978,Construction Machinery and Heavy Transportation Equipment
IAS,1.72,Advertising
EVTC,0.978,Transaction and Payment Processing Services
PSMT,0.869,Consumer Staples Merchandise Retail
NPO,1.44,Industrial Machinery and Supplies and Components
SHAK,1.68,Restaurants
EPC,0.961,Personal Care Products
MWA,1.31,Industrial Machinery and Supplies and Components
APAM,1.83,Asset Management and Custody Banks
DAN,2.39,Automotive Parts and Equipment
CRS,1.79,Steel
STRA,0.595,Education Services
ABCL,-0.092,Life Sciences Tools and Services
DEI,0.967,Office REITs
BEAM,1.69,Biotechnology
IDCC,1.2,Application Software
NUVA,1.05,Health Care Equipment
MRTX,1.04,Biotechnology
MATX,1.18,Marine Transportation
CSWI,0.799,Building Products
CARG,1.58,Interactive Media and Services
ULCC,1.61,Passenger Airlines
EVA,1.04,Coal and Consumable Fuels
AGTI,1.09,Health Care Services
SNEX,0.907,Investment Banking and Brokerage
WLY,1.05,Publishing
CENT,0.682,Household Products
CENT.A,0.682,Household Products
YELP,1.45,Interactive Media and Services
HLIO,1.13,Industrial Machinery and Supplies and Components
MGPI,0.884,Distillers and Vintners
IIPR,1.62,Industrial REITs
GSAT,0.691,Alternative Carriers
MYRG,1.03,Construction and Engineering
BOH,1.01,Regional Banks
VICR,1.34,Electrical Components and Equipment
TGTX,2.08,Biotechnology
HIMS,0.489,Health Care Services
ABR,1.95,Mortgage REITs
NG,0.569,Gold
FFBC,1.05,Regional Banks
FA,1.44,Human Resource and Employment Services
CHGG,1.12,Education Services
KRYS,0.869,Biotechnology
NAVI,1.56,Consumer Finance
CPE,2.71,Oil and Gas Exploration and Production
SHO,1.3,Hotel and Resort REITs
ICFI,0.577,Research and Consulting Services
FBP,1.15,Regional Banks
SKT,1.75,Retail REITs
ACVA,1.39,Diversified Support Services
EBC,0.742,Regional Banks
INSW,0.051,Oil and Gas Storage and Transportation
CCS,1.73,Homebuilding
AGYS,0.933,Application Software
MSGE,1.28,Movies and Entertainment
B,1.23,Industrial Machinery and Supplies and Components
NTCT,0.702,Communications Equipment
LESL,0.855,Other Specialty Retail
DOOR,1.6,Building Products
CEIX,1.87,Coal and Consumable Fuels
THRM,1.37,Automotive Parts and Equipment
EVCM,1.17,Application Software
IMVT,1.05,Biotechnology
XPRO,1.26,Oil and Gas Equipment and Services
RLAY,1.32,Biotechnology
SBCF,1.12,Regional Banks
TRN,1.36,Construction Machinery and Heavy Transportation Equipment
CLBK,0.218,Regional Banks
WAFD,0.851,Regional Banks
SUPN,1.01,Pharmaceuticals
TOWN,0.989,Regional Banks
MTX,1.3,Specialty Chemicals
FRME,1.11,Regional Banks
FSR,1.07,Automobile Manufacturers
VCTR,1.16,Asset Management and Custody Banks
SLVM,0.401,Paper Products
SAH,1.85,Automotive Retail
AMLX,0.923,Pharmaceuticals
BGCP,1.84,Investment Banking and Brokerage
VTYX,0.151,Pharmaceuticals
CTRE,1.16,Health Care REITs
HRMY,0.547,Pharmaceuticals
NUS,1.19,Personal Care Products
BORR,2.66,Oil and Gas Drilling
DBRG,2.09,Real Estate Operating Companies
EXPI,2.75,Real Estate Services
ATRC,1.31,Health Care Equipment
RKLB,0.825,Aerospace and Defense
RVLV,2.16,Apparel Retail
PRK,0.739,Regional Banks
HTH,1.07,Regional Banks
HCC,1.16,Steel
IBTX,1.4,Regional Banks
GOGL,1.32,Marine Transportation
PIPR,1.39,Investment Banking and Brokerage
MYGN,1.83,Biotechnology
SDGR,1.02,Health Care Technology
XPEL,1.65,Automotive Parts and Equipment
VGR,1.02,Tobacco
PCRX,0.764,Pharmaceuticals
TALO,2.27,Oil and Gas Exploration and Production
SAVE,1.14,Passenger Airlines
NMIH,1.31,Commercial and Residential Mortgage Finance
AIR,1.59,Aerospace and Defense
